fecha,producto,categoría,cantidad,precio_unitario,total
2025-10-16,Cinta teflón 12 mm,Gasfitería,8,2.01,16.08
2025-10-16,Manguera reforzada 15 m,Jardinería,2,46.73,93.46
2025-10-16,Pegamento cerámico 25 kg,Materiales de construcción,8,23.23,185.84
2025-10-17,Arena fina saco 40 kg,Materiales de construcción,8,9.48,75.84
2025-10-17,Breaker termomagnético 20A,Electricidad,1,34.76,34.76
2025-10-17,Cable THW 12 AWG metro,Electricidad,5,3.53,17.65
2025-10-17,Cemento bolsa 42.5 kg,Materiales de construcción,1,29.61,29.61
2025-10-17,Destornillador plano 6 pulgadas,Herramientas manuales,4,9.05,36.20
2025-10-17,Interruptor simple empotrable,Electricidad,1,9.09,9.09
2025-10-17,Ladrillo pandereta unidad,Materiales de construcción,3,1.02,3.06
2025-10-17,Pegamento cerámico 25 kg,Materiales de construcción,6,24.16,144.96
2025-10-17,Rotomartillo SDS Plus,Herramientas eléctricas,2,444.43,888.86
2025-10-18,Alambre recocido kg,Materiales de construcción,1,8.82,8.82
2025-10-18,Alambre recocido kg,Materiales de construcción,2,8.94,17.88
2025-10-18,Lija al agua grano 220,Pinturas,4,0.98,3.92
2025-10-18,Pala jardinera,Jardinería,1,26.96,26.96
2025-10-19,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,1,153.59,153.59
2025-10-19,Canaleta PVC 20x10 mm,Electricidad,1,4.67,4.67
2025-10-19,Cinta aislante negra,Electricidad,5,3.54,17.70
2025-10-19,Llave esférica 1/2 pulgada,Gasfitería,4,14.60,58.40
2025-10-20,Alicate universal 8 pulgadas,Herramientas manuales,5,24.67,123.35
2025-10-20,Breaker termomagnético 20A,Electricidad,10,34.66,346.60
2025-10-20,Brocha 2 pulgadas,Pinturas,3,7.42,22.26
2025-10-20,Cemento bolsa 42.5 kg,Materiales de construcción,1,30.53,30.53
2025-10-20,Martillo de acero 16 oz,Herramientas manuales,2,26.41,52.82
2025-10-20,Tomacorriente doble,Electricidad,3,10.64,31.92
2025-10-22,Canaleta PVC 20x10 mm,Electricidad,2,4.50,9.00
2025-10-22,Lente de seguridad transparente,Seguridad industrial,2,9.47,18.94
2025-10-22,Pintura látex marfil 1 gl,Pinturas,4,47.03,188.12
2025-10-22,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,3,5.37,16.11
2025-10-23,Alicate universal 8 pulgadas,Herramientas manuales,2,23.72,47.44
2025-10-23,Interruptor simple empotrable,Electricidad,2,9.31,18.62
2025-10-23,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,1,10.06,10.06
2025-10-24,Brocha 2 pulgadas,Pinturas,1,7.28,7.28
2025-10-24,Esmalte sintético negro 1/4 gl,Pinturas,1,26.73,26.73
2025-10-24,Foco LED 9W luz fría,Electricidad,5,7.12,35.60
2025-10-24,Martillo de acero 16 oz,Herramientas manuales,3,27.96,83.88
2025-10-24,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,2,5.41,10.82
2025-10-25,Guante de seguridad latex par,Seguridad industrial,8,6.83,54.64
2025-10-25,Llave esférica 1/2 pulgada,Gasfitería,5,14.44,72.20
2025-10-25,Llave francesa 10 pulgadas,Herramientas manuales,4,37.49,149.96
2025-10-26,Taladro percutor 650W,Herramientas eléctricas,2,187.27,374.54
2025-10-27,Brocha 2 pulgadas,Pinturas,2,7.11,14.22
2025-10-27,Cemento bolsa 42.5 kg,Materiales de construcción,1,28.52,28.52
2025-10-27,Cinta aislante negra,Electricidad,2,3.57,7.14
2025-10-27,Cinta teflón 12 mm,Gasfitería,2,2.05,4.10
2025-10-27,Foco LED 9W luz fría,Electricidad,1,6.95,6.95
2025-10-27,Interruptor simple empotrable,Electricidad,3,9.12,27.36
2025-10-27,Pintura látex marfil 1 gl,Pinturas,2,48.48,96.96
2025-10-27,Tijera de podar,Jardinería,4,32.53,130.12
2025-10-28,Cemento bolsa 42.5 kg,Materiales de construcción,4,29.73,118.92
2025-10-28,Cinta teflón 12 mm,Gasfitería,6,1.94,11.64
2025-10-28,Martillo de acero 16 oz,Herramientas manuales,2,27.07,54.14
2025-10-28,Tomacorriente doble,Electricidad,2,11.18,22.36
2025-10-28,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,5,8.21,41.05
2025-10-29,Codo PVC 1/2 pulgada,Gasfitería,3,1.58,4.74
2025-10-29,Interruptor simple empotrable,Electricidad,15,9.17,137.55
2025-10-29,Ladrillo pandereta unidad,Materiales de construcción,12,0.96,11.52
2025-10-29,Ladrillo pandereta unidad,Materiales de construcción,1,1.02,1.02
2025-10-29,Martillo de acero 16 oz,Herramientas manuales,2,26.94,53.88
2025-10-30,Llave esférica 1/2 pulgada,Gasfitería,2,14.23,28.46
2025-10-30,Nivel de burbuja 40 cm,Herramientas manuales,1,28.30,28.30
2025-10-30,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,2,9.99,19.98
2025-10-31,Maceta plastica mediana,Jardinería,4,10.31,41.24
2025-10-31,Rodillo felpa 9 pulgadas,Pinturas,1,16.07,16.07
2025-11-01,Cinta aislante negra,Electricidad,3,3.40,10.20
2025-11-01,Fertilizante universal 1 kg,Jardinería,5,15.29,76.45
2025-11-01,Pala jardinera,Jardinería,1,27.87,27.87
2025-11-01,Tomacorriente doble,Electricidad,3,10.76,32.28
2025-11-02,Guante de seguridad latex par,Seguridad industrial,2,6.94,13.88
2025-11-03,Arena fina saco 40 kg,Materiales de construcción,2,9.49,18.98
2025-11-03,Breaker termomagnético 20A,Electricidad,5,32.80,164.00
2025-11-03,Cable THW 12 AWG metro,Electricidad,2,3.70,7.40
2025-11-03,Chaleco reflectivo,Seguridad industrial,2,17.64,35.28
2025-11-03,Interruptor simple empotrable,Electricidad,2,9.15,18.30
2025-11-03,Martillo de acero 16 oz,Herramientas manuales,2,27.97,55.94
2025-11-03,Mascarilla KN95 unidad,Seguridad industrial,1,2.35,2.35
2025-11-04,Rodillo felpa 9 pulgadas,Pinturas,2,15.82,31.64
2025-11-04,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,3,8.61,25.83
2025-11-05,Brocha 2 pulgadas,Pinturas,2,6.95,13.90
2025-11-05,Manguera reforzada 15 m,Jardinería,4,49.24,196.96
2025-11-05,Martillo de acero 16 oz,Herramientas manuales,2,26.61,53.22
2025-11-06,Base selladora 1 gl,Pinturas,3,39.65,118.95
2025-11-06,Cable THW 12 AWG metro,Electricidad,8,3.65,29.20
2025-11-06,Cinta métrica 5 m,Herramientas manuales,5,12.73,63.65
2025-11-06,Foco LED 9W luz fría,Electricidad,3,7.13,21.39
2025-11-06,Pegamento PVC 1/4 gl,Gasfitería,2,16.98,33.96
2025-11-07,Alambre recocido kg,Materiales de construcción,10,8.96,89.60
2025-11-07,Alambre recocido kg,Materiales de construcción,3,8.86,26.58
2025-11-07,Cable THW 12 AWG metro,Electricidad,10,3.45,34.50
2025-11-07,Cinta teflón 12 mm,Gasfitería,1,1.94,1.94
2025-11-07,Martillo de acero 16 oz,Herramientas manuales,2,26.01,52.02
2025-11-07,Yeso bolsa 20 kg,Materiales de construcción,20,14.12,282.40
2025-11-08,Cable THW 12 AWG metro,Electricidad,2,3.56,7.12
2025-11-08,Cinta teflón 12 mm,Gasfitería,1,1.98,1.98
2025-11-08,Compresora de aire 24 L,Herramientas eléctricas,1,544.53,544.53
2025-11-08,Destornillador plano 6 pulgadas,Herramientas manuales,3,8.72,26.16
2025-11-08,Foco LED 9W luz fría,Electricidad,2,7.29,14.58
2025-11-08,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,4,5.75,23.00
2025-11-09,Cable THW 12 AWG metro,Electricidad,2,3.56,7.12
2025-11-09,Codo PVC 1/2 pulgada,Gasfitería,1,1.50,1.50
2025-11-09,Juego de llaves mixtas 8 piezas,Herramientas manuales,3,58.39,175.17
2025-11-09,Manguera reforzada 15 m,Jardinería,3,48.40,145.20
2025-11-09,Tomacorriente doble,Electricidad,8,10.95,87.60
2025-11-10,Arena fina saco 40 kg,Materiales de construcción,12,9.80,117.60
2025-11-10,Brocha 2 pulgadas,Pinturas,3,6.90,20.70
2025-11-10,Lijadora orbital 240W,Herramientas eléctricas,1,128.56,128.56
2025-11-11,Brocha 2 pulgadas,Pinturas,4,6.65,26.60
2025-11-11,Cinta aislante negra,Electricidad,8,3.66,29.28
2025-11-11,Impermeabilizante 4 L,Materiales de construcción,15,72.09,1081.35
2025-11-11,Maceta plastica mediana,Jardinería,3,10.22,30.66
2025-11-11,Tomacorriente doble,Electricidad,3,11.41,34.23
2025-11-11,Tubo PVC agua 1/2 pulgada,Gasfitería,8,7.35,58.80
2025-11-12,Arena fina saco 40 kg,Materiales de construcción,4,9.71,38.84
2025-11-12,Arena fina saco 40 kg,Materiales de construcción,15,9.30,139.50
2025-11-12,Rodillo felpa 9 pulgadas,Pinturas,4,15.18,60.72
2025-11-12,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,5,9.16,45.80
2025-11-13,Brocha 2 pulgadas,Pinturas,1,6.91,6.91
2025-11-13,Foco LED 9W luz fría,Electricidad,10,6.93,69.30
2025-11-13,Ladrillo pandereta unidad,Materiales de construcción,8,0.98,7.84
2025-11-13,Ladrillo pandereta unidad,Materiales de construcción,3,0.96,2.88
2025-11-13,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,2,5.73,11.46
2025-11-14,Aspersor plástico regulable,Jardinería,4,16.76,67.04
2025-11-14,Cemento bolsa 42.5 kg,Materiales de construcción,15,27.59,413.85
2025-11-14,Clavo para madera kg,Materiales de construcción,5,10.30,51.50
2025-11-14,Esmalte sintético negro 1/4 gl,Pinturas,1,26.66,26.66
2025-11-15,Foco LED 9W luz fría,Electricidad,4,7.08,28.32
2025-11-15,Ladrillo pandereta unidad,Materiales de construcción,6,0.97,5.82
2025-11-15,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,5,5.56,27.80
2025-11-15,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,1,8.54,8.54
2025-11-15,Yeso bolsa 20 kg,Materiales de construcción,20,12.75,255.00
2025-11-16,Cinta aislante negra,Electricidad,1,3.47,3.47
2025-11-16,Cinta aislante negra,Electricidad,2,3.45,6.90
2025-11-17,Cable THW 12 AWG metro,Electricidad,3,3.61,10.83
2025-11-17,Cinta teflón 12 mm,Gasfitería,2,1.97,3.94
2025-11-17,Lente de seguridad transparente,Seguridad industrial,1,9.79,9.79
2025-11-17,Martillo de acero 16 oz,Herramientas manuales,2,27.75,55.50
2025-11-18,Cemento bolsa 42.5 kg,Materiales de construcción,4,29.37,117.48
2025-11-18,Clavo para madera kg,Materiales de construcción,4,9.74,38.96
2025-11-18,Guante de seguridad latex par,Seguridad industrial,8,6.84,54.72
2025-11-18,Manguera reforzada 15 m,Jardinería,5,47.73,238.65
2025-11-18,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,1,5.50,5.50
2025-11-19,Pegamento cerámico 25 kg,Materiales de construcción,6,24.03,144.18
2025-11-19,Regadera plástica 10 L,Jardinería,3,26.04,78.12
2025-11-20,Atornillador inalámbrico 12V,Herramientas eléctricas,1,177.81,177.81
2025-11-20,Brocha 2 pulgadas,Pinturas,2,6.96,13.92
2025-11-20,Mascarilla KN95 unidad,Seguridad industrial,1,2.32,2.32
2025-11-20,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,1,5.44,5.44
2025-11-21,Alicate universal 8 pulgadas,Herramientas manuales,3,24.88,74.64
2025-11-21,Arena fina saco 40 kg,Materiales de construcción,15,9.29,139.35
2025-11-21,Base selladora 1 gl,Pinturas,2,39.21,78.42
2025-11-21,Cemento bolsa 42.5 kg,Materiales de construcción,20,30.30,606.00
2025-11-21,Cinta métrica 5 m,Herramientas manuales,1,13.41,13.41
2025-11-21,Codo PVC 1/2 pulgada,Gasfitería,10,1.53,15.30
2025-11-21,Destornillador plano 6 pulgadas,Herramientas manuales,1,8.61,8.61
2025-11-21,Destornillador plano 6 pulgadas,Herramientas manuales,1,8.67,8.67
2025-11-21,Fertilizante universal 1 kg,Jardinería,1,15.34,15.34
2025-11-21,Interruptor simple empotrable,Electricidad,4,8.67,34.68
2025-11-21,Lija al agua grano 220,Pinturas,2,1.01,2.02
2025-11-21,Martillo de acero 16 oz,Herramientas manuales,1,27.33,27.33
2025-11-21,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,1,5.28,5.28
2025-11-21,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,1,7.95,7.95
2025-11-22,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,2,142.68,285.36
2025-11-22,Cemento bolsa 42.5 kg,Materiales de construcción,12,28.76,345.12
2025-11-22,Pegamento cerámico 25 kg,Materiales de construcción,8,23.43,187.44
2025-11-23,Atornillador inalámbrico 12V,Herramientas eléctricas,3,171.15,513.45
2025-11-23,Cemento bolsa 42.5 kg,Materiales de construcción,12,29.97,359.64
2025-11-23,Destornillador plano 6 pulgadas,Herramientas manuales,2,9.14,18.28
2025-11-23,Pintura látex marfil 1 gl,Pinturas,4,47.02,188.08
2025-11-24,Alambre recocido kg,Materiales de construcción,4,9.21,36.84
2025-11-24,Alicate universal 8 pulgadas,Herramientas manuales,1,23.60,23.60
2025-11-24,Arena fina saco 40 kg,Materiales de construcción,1,9.75,9.75
2025-11-24,Cinta métrica 5 m,Herramientas manuales,4,12.31,49.24
2025-11-24,Lija al agua grano 220,Pinturas,1,1.00,1.00
2025-11-24,Manguera reforzada 15 m,Jardinería,3,48.70,146.10
2025-11-24,Pegamento cerámico 25 kg,Materiales de construcción,10,23.29,232.90
2025-11-24,Tomacorriente doble,Electricidad,4,11.35,45.40
2025-11-25,Chaleco reflectivo,Seguridad industrial,8,17.80,142.40
2025-11-25,Codo PVC 1/2 pulgada,Gasfitería,10,1.54,15.40
2025-11-25,Destornillador plano 6 pulgadas,Herramientas manuales,2,8.81,17.62
2025-11-25,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,10,9.26,92.60
2025-11-25,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,5,8.50,42.50
2025-11-26,Arena fina saco 40 kg,Materiales de construcción,5,9.74,48.70
2025-11-26,Brocha 2 pulgadas,Pinturas,3,7.01,21.03
2025-11-26,Esmalte sintético negro 1/4 gl,Pinturas,2,26.80,53.60
2025-11-26,Foco LED 9W luz fría,Electricidad,10,7.38,73.80
2025-11-27,Canaleta PVC 20x10 mm,Electricidad,1,4.41,4.41
2025-11-27,Cinta teflón 12 mm,Gasfitería,1,1.91,1.91
2025-11-27,Foco LED 9W luz fría,Electricidad,2,7.17,14.34
2025-11-28,Arena fina saco 40 kg,Materiales de construcción,6,9.30,55.80
2025-11-28,Clavo para madera kg,Materiales de construcción,3,9.61,28.83
2025-11-28,Destornillador plano 6 pulgadas,Herramientas manuales,5,9.06,45.30
2025-11-28,Interruptor simple empotrable,Electricidad,5,8.90,44.50
2025-11-28,Perno hexagonal 1/4 ciento,Tornillería y fijaciones,8,19.48,155.84
2025-11-29,Arandela plana 1/4 ciento,Tornillería y fijaciones,1,7.00,7.00
2025-11-29,Cinta métrica 5 m,Herramientas manuales,5,12.73,63.65
2025-11-29,Lente de seguridad transparente,Seguridad industrial,10,9.68,96.80
2025-11-29,Rodillo felpa 9 pulgadas,Pinturas,1,15.60,15.60
2025-11-30,Cable THW 12 AWG metro,Electricidad,15,3.76,56.40
2025-11-30,Esmalte sintético negro 1/4 gl,Pinturas,3,26.96,80.88
2025-11-30,Llave esférica 1/2 pulgada,Gasfitería,2,14.57,29.14
2025-11-30,Martillo de acero 16 oz,Herramientas manuales,1,26.90,26.90
2025-11-30,Rodillo felpa 9 pulgadas,Pinturas,6,16.18,97.08
2025-12-01,Alicate universal 8 pulgadas,Herramientas manuales,5,24.19,120.95
2025-12-01,Brocha 2 pulgadas,Pinturas,3,7.14,21.42
2025-12-01,Manguera reforzada 15 m,Jardinería,4,49.38,197.52
2025-12-01,Rodillo felpa 9 pulgadas,Pinturas,1,15.72,15.72
2025-12-02,Alambre recocido kg,Materiales de construcción,12,8.74,104.88
2025-12-02,Brocha 2 pulgadas,Pinturas,2,7.05,14.10
2025-12-02,Destornillador plano 6 pulgadas,Herramientas manuales,1,9.05,9.05
2025-12-02,Fertilizante universal 1 kg,Jardinería,2,15.09,30.18
2025-12-02,Lente de seguridad transparente,Seguridad industrial,1,9.37,9.37
2025-12-02,Thinner acrílico 1 L,Pinturas,2,13.47,26.94
2025-12-03,Alicate universal 8 pulgadas,Herramientas manuales,5,24.29,121.45
2025-12-03,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,1,158.76,158.76
2025-12-03,Arena fina saco 40 kg,Materiales de construcción,12,8.98,107.76
2025-12-03,Base selladora 1 gl,Pinturas,2,40.13,80.26
2025-12-03,Brocha 2 pulgadas,Pinturas,1,7.41,7.41
2025-12-03,Taladro percutor 650W,Herramientas eléctricas,1,193.08,193.08
2025-12-03,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,10,8.23,82.30
2025-12-04,Cable THW 12 AWG metro,Electricidad,5,3.52,17.60
2025-12-04,Casco de seguridad amarillo,Seguridad industrial,3,24.22,72.66
2025-12-04,Yeso bolsa 20 kg,Materiales de construcción,15,13.19,197.85
2025-12-05,Alambre recocido kg,Materiales de construcción,15,8.90,133.50
2025-12-05,Brocha 2 pulgadas,Pinturas,1,6.95,6.95
2025-12-05,Casco de seguridad amarillo,Seguridad industrial,4,24.90,99.60
2025-12-05,Cinta teflón 12 mm,Gasfitería,5,1.92,9.60
2025-12-05,Fertilizante universal 1 kg,Jardinería,5,14.87,74.35
2025-12-05,Interruptor simple empotrable,Electricidad,1,9.36,9.36
2025-12-05,Ladrillo pandereta unidad,Materiales de construcción,3,1.00,3.00
2025-12-05,Ladrillo pandereta unidad,Materiales de construcción,1,0.95,0.95
2025-12-05,Pegamento cerámico 25 kg,Materiales de construcción,10,23.54,235.40
2025-12-06,Esmalte sintético negro 1/4 gl,Pinturas,2,26.58,53.16
2025-12-06,Ladrillo pandereta unidad,Materiales de construcción,1,0.96,0.96
2025-12-06,Lente de seguridad transparente,Seguridad industrial,1,10.01,10.01
2025-12-06,Pegamento PVC 1/4 gl,Gasfitería,8,16.29,130.32
2025-12-07,Casco de seguridad amarillo,Seguridad industrial,8,24.10,192.80
2025-12-07,Juego de llaves mixtas 8 piezas,Herramientas manuales,2,61.16,122.32
2025-12-07,Tijera de podar,Jardinería,2,31.05,62.10
2025-12-07,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,10,8.72,87.20
2025-12-08,Casco de seguridad amarillo,Seguridad industrial,1,23.82,23.82
2025-12-08,Foco LED 9W luz fría,Electricidad,1,6.94,6.94
2025-12-08,Interruptor simple empotrable,Electricidad,15,9.24,138.60
2025-12-08,Thinner acrílico 1 L,Pinturas,2,13.31,26.62
2025-12-08,Tijera de podar,Jardinería,2,31.69,63.38
2025-12-09,Brocha 2 pulgadas,Pinturas,2,7.14,14.28
2025-12-09,Cable THW 12 AWG metro,Electricidad,10,3.72,37.20
2025-12-09,Chaleco reflectivo,Seguridad industrial,2,17.99,35.98
2025-12-09,Martillo de acero 16 oz,Herramientas manuales,2,26.08,52.16
2025-12-09,Pintura látex blanca 1 gl,Pinturas,1,49.36,49.36
2025-12-10,Brocha 2 pulgadas,Pinturas,6,6.46,38.76
2025-12-10,Cinta métrica 5 m,Herramientas manuales,2,13.31,26.62
2025-12-10,Codo PVC 1/2 pulgada,Gasfitería,2,1.56,3.12
2025-12-10,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,5,10.18,50.90
2025-12-11,Cable THW 12 AWG metro,Electricidad,1,3.45,3.45
2025-12-11,Codo PVC 1/2 pulgada,Gasfitería,3,1.52,4.56
2025-12-11,Tablero eléctrico 8 polos,Electricidad,15,81.48,1222.20
2025-12-12,Ladrillo pandereta unidad,Materiales de construcción,6,0.98,5.88
2025-12-12,Lijadora orbital 240W,Herramientas eléctricas,1,132.92,132.92
2025-12-12,Pegamento cerámico 25 kg,Materiales de construcción,2,22.78,45.56
2025-12-13,Arandela plana 1/4 ciento,Tornillería y fijaciones,1,6.70,6.70
2025-12-13,Cinta aislante negra,Electricidad,4,3.63,14.52
2025-12-13,Foco LED 9W luz fría,Electricidad,15,7.06,105.90
2025-12-13,Lente de seguridad transparente,Seguridad industrial,2,9.31,18.62
2025-12-14,Trampa lavatorio PVC,Gasfitería,2,12.71,25.42
2025-12-14,Tubo PVC agua 1/2 pulgada,Gasfitería,4,7.85,31.40
2025-12-15,Llave esférica 1/2 pulgada,Gasfitería,4,14.55,58.20
2025-12-15,Pintura látex marfil 1 gl,Pinturas,6,48.60,291.60
2025-12-15,Rodillo felpa 9 pulgadas,Pinturas,6,15.73,94.38
2025-12-15,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,10,7.75,77.50
2025-12-15,Tubo PVC agua 1/2 pulgada,Gasfitería,8,7.88,63.04
2025-12-16,Cable THW 12 AWG metro,Electricidad,10,3.49,34.90
2025-12-16,Cemento bolsa 42.5 kg,Materiales de construcción,10,27.76,277.60
2025-12-16,Cinta métrica 5 m,Herramientas manuales,5,14.11,70.55
2025-12-16,Lente de seguridad transparente,Seguridad industrial,8,9.00,72.00
2025-12-16,Mascarilla KN95 unidad,Seguridad industrial,5,2.58,12.90
2025-12-16,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,4,5.42,21.68
2025-12-16,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,10,8.45,84.50
2025-12-16,Tubo PVC agua 1/2 pulgada,Gasfitería,5,7.62,38.10
2025-12-17,Alicate universal 8 pulgadas,Herramientas manuales,2,23.72,47.44
2025-12-17,Cinta métrica 5 m,Herramientas manuales,5,13.80,69.00
2025-12-17,Lente de seguridad transparente,Seguridad industrial,10,9.39,93.90
2025-12-17,Martillo de acero 16 oz,Herramientas manuales,2,27.44,54.88
2025-12-17,Sierra circular 7 1/4 pulgadas,Herramientas eléctricas,1,348.84,348.84
2025-12-17,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,4,5.41,21.64
2025-12-18,Anclaje expansivo 3/8 unidad,Tornillería y fijaciones,8,2.75,22.00
2025-12-18,Arandela plana 1/4 ciento,Tornillería y fijaciones,10,7.10,71.00
2025-12-18,Cemento bolsa 42.5 kg,Materiales de construcción,1,30.41,30.41
2025-12-18,Cinta aislante negra,Electricidad,2,3.72,7.44
2025-12-18,Destornillador plano 6 pulgadas,Herramientas manuales,2,8.88,17.76
2025-12-18,Destornillador plano 6 pulgadas,Herramientas manuales,3,8.86,26.58
2025-12-18,Lija al agua grano 220,Pinturas,4,0.95,3.80
2025-12-18,Maceta plastica mediana,Jardinería,2,10.24,20.48
2025-12-18,Martillo de acero 16 oz,Herramientas manuales,2,26.67,53.34
2025-12-19,Alicate universal 8 pulgadas,Herramientas manuales,5,24.46,122.30
2025-12-19,Cinta aislante negra,Electricidad,4,3.46,13.84
2025-12-19,Esmalte sintético negro 1/4 gl,Pinturas,1,27.07,27.07
2025-12-19,Maceta plastica mediana,Jardinería,1,10.15,10.15
2025-12-19,Tomacorriente doble,Electricidad,10,10.65,106.50
2025-12-19,Tubo PVC agua 1/2 pulgada,Gasfitería,2,7.29,14.58
2025-12-20,Anclaje expansivo 3/8 unidad,Tornillería y fijaciones,10,2.91,29.10
2025-12-20,Breaker termomagnético 20A,Electricidad,4,32.36,129.44
2025-12-20,Brocha 2 pulgadas,Pinturas,1,7.09,7.09
2025-12-20,Cemento bolsa 42.5 kg,Materiales de construcción,12,29.65,355.80
2025-12-20,Llave francesa 10 pulgadas,Herramientas manuales,4,38.71,154.84
2025-12-20,Martillo de acero 16 oz,Herramientas manuales,1,27.48,27.48
2025-12-20,Taladro percutor 650W,Herramientas eléctricas,1,190.20,190.20
2025-12-21,Cemento bolsa 42.5 kg,Materiales de construcción,6,30.62,183.72
2025-12-21,Codo PVC 1/2 pulgada,Gasfitería,5,1.63,8.15
2025-12-21,Perno hexagonal 1/4 ciento,Tornillería y fijaciones,1,19.71,19.71
2025-12-21,Pintura látex blanca 1 gl,Pinturas,2,48.71,97.42
2025-12-22,Cable THW 12 AWG metro,Electricidad,15,3.70,55.50
2025-12-22,Lija al agua grano 220,Pinturas,1,1.00,1.00
2025-12-22,Lija al agua grano 220,Pinturas,2,1.06,2.12
2025-12-23,Destornillador plano 6 pulgadas,Herramientas manuales,1,9.17,9.17
2025-12-23,Mascarilla KN95 unidad,Seguridad industrial,10,2.51,25.10
2025-12-23,Protector auditivo tipo copa,Seguridad industrial,4,31.79,127.16
2025-12-23,Rodillo felpa 9 pulgadas,Pinturas,4,15.57,62.28
2025-12-23,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,1,8.69,8.69
2025-12-24,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,1,143.39,143.39
2025-12-24,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,1,154.04,154.04
2025-12-24,Cemento bolsa 42.5 kg,Materiales de construcción,4,30.80,123.20
2025-12-24,Cinta aislante negra,Electricidad,5,3.47,17.35
2025-12-24,Destornillador plano 6 pulgadas,Herramientas manuales,4,9.20,36.80
2025-12-24,Ladrillo pandereta unidad,Materiales de construcción,12,0.98,11.76
2025-12-24,Tubo PVC agua 1/2 pulgada,Gasfitería,2,6.89,13.78
2025-12-25,Guante de seguridad latex par,Seguridad industrial,1,6.53,6.53
2025-12-25,Martillo de acero 16 oz,Herramientas manuales,1,27.87,27.87
2025-12-25,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,10,8.88,88.80
2025-12-26,Alicate universal 8 pulgadas,Herramientas manuales,1,23.98,23.98
2025-12-26,Arandela plana 1/4 ciento,Tornillería y fijaciones,5,7.10,35.50
2025-12-26,Cemento bolsa 42.5 kg,Materiales de construcción,4,28.97,115.88
2025-12-26,Cemento bolsa 42.5 kg,Materiales de construcción,8,28.54,228.32
2025-12-26,Lijadora orbital 240W,Herramientas eléctricas,1,130.86,130.86
2025-12-26,Rodillo felpa 9 pulgadas,Pinturas,2,15.19,30.38
2025-12-26,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,5,8.31,41.55
2025-12-27,Breaker termomagnético 20A,Electricidad,1,33.77,33.77
2025-12-27,Canaleta PVC 20x10 mm,Electricidad,5,4.60,23.00
2025-12-27,Cemento bolsa 42.5 kg,Materiales de construcción,2,28.58,57.16
2025-12-27,Cinta métrica 5 m,Herramientas manuales,3,13.55,40.65
2025-12-27,Lija al agua grano 220,Pinturas,4,1.04,4.16
2025-12-28,Canaleta PVC 20x10 mm,Electricidad,4,4.53,18.12
2025-12-29,Interruptor simple empotrable,Electricidad,15,8.50,127.50
2025-12-29,Martillo de acero 16 oz,Herramientas manuales,1,27.11,27.11
2025-12-29,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,10,8.55,85.50
2025-12-30,Breaker termomagnético 20A,Electricidad,2,32.94,65.88
2025-12-30,Lija al agua grano 220,Pinturas,1,0.93,0.93
2025-12-30,Tomacorriente doble,Electricidad,1,11.41,11.41
2025-12-31,Lija al agua grano 220,Pinturas,2,0.99,1.98
2025-12-31,Regadera plástica 10 L,Jardinería,5,28.21,141.05
2026-01-01,Alambre recocido kg,Materiales de construcción,15,9.00,135.00
2026-01-01,Destornillador plano 6 pulgadas,Herramientas manuales,4,9.06,36.24
2026-01-01,Guante de seguridad latex par,Seguridad industrial,4,6.61,26.44
2026-01-01,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,5,5.53,27.65
2026-01-01,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,8,8.62,68.96
2026-01-01,Yeso bolsa 20 kg,Materiales de construcción,4,13.80,55.20
